|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
1123.0|der Roman|noun|novel|Der Roman, den sie schrieb, wurde ein Bestseller.|The novel she wrote became a bestseller.|der;Roman;der;sie;schreiben;werden;ein;Bestseller
1124.0|der Januar|noun|January|Der Januar brachte eisige Kälte und Schnee.|January brought icy cold and snow.|der;Januar;bringen;eisig;Kälte;und;Schnee
1125.0|neun|number|nine|Es gibt neun verschiedene Farben in dieser Palette.|There are nine different colors in this palette.|es;geben;neun;verschieden;Farbe;in;dieser;Palette
1126.0|kämpfen|verb|to fight|Die Soldaten kämpften tapfer gegen die Feinde.|The soldiers fought bravely against the enemies.|der;Soldat;kämpfen;tapfer;gegen;der;Feind
1127.0|jeweilig|adjective|particular|Jeder Teilnehmer muss seinen jeweiligen Platz einnehmen.|Each participant must take their particular seat.|jeder;Teilnehmer;muss;sein;jeweilig;Platz;einnehmen
1127.001|jeweilig|adjective|respective|Jeder Entwickler hat die jeweilige Datei überprüft.|Each developer reviewed the respective file.|jeder;Entwickler;haben;der;jeweilig;Datei;überprüfen
1128.0|versprechen|verb|to promise|Ich verspreche, dich nicht zu enttäuschen.|I promise not to disappoint you.  |ich;versprechen;dich;nicht;zu;enttäuschen
1129.0|die Definition|noun|definition|Die Definition von Erfolg variiert je nach Perspektive.|The definition of success varies depending on the perspective.|der;Definition;von;Erfolg;variieren;je;nach;Perspektive
1130.0|vollständig|adjective|complete|Die Sammlung war endlich vollständig, nach Jahren der Suche.|The collection was finally complete after years of searching.|der;Sammlung;sein;endlich;vollständig;nach;Jahr;der;Suche
1131.0|heben|verb|to lift|Er konnte die schwere Kiste ohne Hilfe heben.|He was able to lift the heavy box without help.|er;können;der;schwer;Kiste;ohne;Hilfe;heben
1131.001|heben|verb|to raise|Sie hob das Glas, um auf den Erfolg anzustoßen.|She raised the glass to toast to success.|sie;heben;der;Glas;um;auf;der;Erfolg;anstoßen
1132.0|der Rücken|noun|back|Der Rücken schmerzte nach dem langen Sitzen.|The back hurt after sitting for a long time.|der;Rücken;schmerzen;nach;der;lang;Sitz
1133.0|existieren|verb|to exist|Es existieren viele Theorien über das Universum.|There exist many theories about the universe.|es;existieren;vieler;Theorie;über;der;Universum
1134.0|die Masse|noun|mass|Die Masse der Menschen versammelte sich auf dem Platz.|The mass of people gathered in the square.|der;Masse;der;Mensch;versammeln;sich;auf;der;Platz
1134.001|die Masse|noun|crowd|Die Masse jubelte, als das Team das Spiel gewann.|The crowd cheered as the team won the game.|der;Masse;jubelen;als;der;Team;der;Spiel;gewinnen
1135.0|singen|verb|to sing|Sie sang ein wunderschönes Lied bei der Feier.|She sang a beautiful song at the celebration.|sie;singen;ein;wunderschön;Lied;bei;der;Feier
1136.0|die Theorie|noun|theory|Die Theorie über das Universum wurde immer komplexer.|The theory about the universe became more complex.|der;Theorie;über;der;Universum;werden;immer;komplex
1137.0|der Inhalt|noun|content|Der Inhalt des Buches war tiefgründig und bewegend.|The content of the book was profound and moving.|der;Inhalt;der;Buch;sein;tiefgründig;und;bewegend
1137.001|der Inhalt|noun|plot|Der Inhalt des Buches ist spannend und voller Wendungen.|The plot of the book is exciting and full of twists.|der;Inhalt;der;Buch;sein;spannend;und;voll;Wendung
1138.0|scheitern|verb|to fail|Die Versuche, das Problem zu lösen, scheiterten leider.|The attempts to solve the problem unfortunately failed.|der;Versuch;der;Problem;zu;lösen;scheitern;leider
1138.001|scheitern|verb|to break down|Das Projekt scheitert an mangelnder Planung.|The project breaks down due to poor planning.|der;Projekt;scheitern;an;mangelnd;Planung
1139.0|das Ereignis|noun|event|Das Ereignis zog Tausende von Besuchern an.|The event attracted thousands of visitors.|der;Ereignis;anziehen;Tausend;von;Besucher;an
1140.0|lediglich|adverb|merely|Er wollte lediglich helfen, aber wurde missverstanden.|He merely wanted to help, but was misunderstood.|er;wollen;lediglich;helfen;aber;werden;missverstehen
1141.0|organisch|adjective|organic|Wir kaufen nur organisches Gemüse vom Bauernhof.|We only buy organic vegetables from the farm.|wir;kaufen;nur;organisch;Gemüse;von;Bauernhof
1142.0|glücklich|adjective|happy|Sie war so glücklich, ihren Freund wiederzusehen.|She was so happy to see her friend again.|sie;sein;so;glücklich;ihr;Freund;wiederzusehen
1142.001|glücklich|adjective|fortunate|Wir sind glücklich, diese Gelegenheit zu haben.|We are fortunate to have this opportunity. |wir;sein;glücklich;dieser;Gelegenheit;zu;haben
1143.0|der Rest|noun|rest|Ich habe den Rest des Essens aufbewahrt.|I kept the rest of the food.|ich;haben;der;Rest;der;Essen;aufbewahren
1143.001|der Rest|noun|remainder|Der Rest des Kuchens wurde später gegessen.|The remainder of the cake was eaten later.|der;Rest;der;Kuchen;werden;spät;gegessen
1144.0|der Wunsch|noun|wish|Sein Wunsch war es, die Welt zu bereisen.|His wish was to travel the world.|sein;Wunsch;sein;es;der;Welt;zu;bereisen
1145.0|beschließen|verb|to decide|Wir beschlossen, im Sommer nach Italien zu fahren.|We decided to go to Italy in the summer.|wir;beschließen;in;Sommer;nach;Italien;zu;fahren
1146.0|dick|adjective|thick|Der dicke Nebel verhinderte, dass man etwas sehen konnte.|The thick fog prevented anyone from seeing anything.|der;dick;Nebel;verhindern;dass;man;etwas;sehen;können
1146.001|dick|adjective|fat|Der dicke Hund schlief friedlich auf dem Sofa.|The fat dog slept peacefully on the sofa.|der;dick;Hund;schlief;friedlich;auf;der;Sofa
1147.0|riesig|adjective|huge|Der neue Einkaufszentrum ist riesig und modern.|The new shopping mall is huge and modern.|der;neu;Einkaufszentrum;sein;riesig;und;modern
1147.001|riesig|adjective|great|Die riesige Datenmenge wurde in kürzester Zeit verarbeitet.|The great amount of data was processed in a very short time.|der;riesig;Datenmenge;werden;in;kürzeer;Zeit;verarbeiten
1147.002|riesig|adjective|tremendous|Der Park hat einen riesigen Spielplatz für Kinder.|The park has a tremendous playground for children.|der;Park;haben;ein;riesig;Spielplatz;für;Kind
1147.003|riesig|adjective|giant|Ein riesiger Elefant stand mitten auf der Straße.|A giant elephant stood in the middle of the road.|ein;riesig;Elefant;stehen;mitten;auf;der;Straße
1147.004|riesig|adjective|massive|Die riesige Brücke überspannt den Fluss.|The massive bridge spans the river.|der;riesig;Brücke;überspannen;der;Fluss
1147.005|riesig|adjective|humongous|Der riesige Baum im Garten schattete das ganze Haus.|The humongous tree in the garden shaded the whole house.|der;riesig;Baum;in;Garten;schatten;der;ganz;Haus
1147.006|riesig|adjective|enormous|Der Schaden an der Brücke war einfach riesig.|The damage to the bridge was simply enormous.|der;Schaden;an;der;Brücke;sein;einfach;riesig
1148.0|heutig|adjective|present-day|Die heutigen Herausforderungen sind komplexer als je zuvor.|Present-day challenges are more complex than ever.|der;heutig;Herausforderung;sein;komplex;als;je;zuvor
1148.001|heutig|adjective|today’s|Die heutige Technologie entwickelt sich rasant.|Today's technology is evolving rapidly.|der;heutig;Technologie;entwickeln;sich;rasant
1149.0|hallo|particle|hello|Hallo, ich habe die neuesten Forschungsdaten mitgebracht.|Hello, I brought the latest research data.|Hallo;ich;haben;der;neu;Forschungsdatum;mitbringen
1150.0|das Museum|noun|museum|Das Museum für moderne Kunst ist einen Besuch wert.|The modern art museum is worth a visit.|der;Museum;für;modern;Kunst;sein;ein;Besuch;wert
1151.0|die Farbe|noun|color|Die Farbe des Himmels bei Sonnenuntergang war spektakulär.|The color of the sky at sunset was spectacular.|der;Farbe;der;Himmel;bei;Sonnenuntergang;sein;spektakulär
1152.0|zwölf|number|twelve|Es waren zwölf Gäste bei der Feier anwesend.|Twelve guests were present at the party.|es;sein;zwölf;Gast;bei;der;Feier;anwesend
1153.0|per|preposition|by|Die Bestellung wird per E-Mail bestätigt.|The order will be confirmed by email.|der;Bestellung;werden;per;E-Mail;bestätigen
1153.001|per|preposition|per|Die Lieferung erfolgt per Expressversand in zwei Tagen.|The delivery is made per express shipping in two days.|der;Lieferung;erfolgen;per;Expressversand;in;zwei;Tag
1154.0|regelmäßig|adjective|regular|Er geht regelmäßig ins Fitnessstudio, um fit zu bleiben.|He goes to the gym regularly to stay fit.|er;gehen;regelmäßig;in;Fitnessstudio;um;fit;zu;bleiben
1155.0|her|adverb|from (something)|Der Geruch kam von der Küche her und machte mich hungrig.|The smell came from the kitchen and made me hungry.|der;Geruch;herkommen;von;der;Küche;her;und;machen;mich;hungrig
1155.001|her|adverb|ago|Es ist eine Woche her, dass der Server ausgefallen ist.|It is a week ago that the server went down.|es;sein;ein;Woche;her;dass;der;Server;ausfallen;sein
1156.0|wechseln|verb|to change|Es war an der Zeit, die Batterien zu wechseln.|It was time to change the batteries.|es;sein;an;der;Zeit;der;Batterie;zu;wechseln
1157.0|einstellen|verb|to adjust|Du musst den Sessel einstellen, damit er bequemer ist.|You need to adjust the chair so it’s more comfortable.|du;musen;der;Sessel;einstellen;damit;er;bequem;sein
1157.001|einstellen|verb|to employ|Die Personalabteilung stellt neue Mitarbeiter ein.|The HR department hires new employees.|der;Personalabteilung;einstellen;neu;Mitarbeiter;ein
1157.002|einstellen|verb|to stop|Die Firma hat beschlossen, die Produktion einzustellen.|The company decided to stop the production.|der;Firma;haben;beschließen;der;Produktion;einstellen
1157.003|einstellen|verb|to discontinue|Der Architekt musste die Arbeiten an der Fassade einstellen.|The architect had to discontinue the work on the facade.|der;Architekt;musste;der;Arbeit;an;der;Fassade;einstellen
1157.004|einstellen|verb|to stop|Die Firma stellte die Produktion für eine Woche ein.|The company stopped production for a week.|der;Firma;einstellen;der;Produktion;für;ein;Woche;ein
1158.0|das Theater|noun|theater|Wir gehen heute Abend ins Theater, um ein Drama zu sehen.|We’re going to the theater tonight to watch a play.|wir;gehen;heute;Abend;in;Theater;um;ein;Drama;zu;sehen
1159.0|der König|noun|king|Der König regierte mit Weisheit und Gerechtigkeit.|The king ruled with wisdom and justice.|der;König;regieren;mit;Weisheit;und;Gerechtigkeit
1160.0|das Ohr|noun|ear|Sie flüsterte ihm etwas ins Ohr, das nur er hören konnte.|She whispered something in his ear that only he could hear.|sie;flüstern;ihm;etwas;in;Ohr;der;nur;er;hören;können
1161.0|fördern|verb|to promote|Die Organisation fördert ehrenamtliche Tätigkeit.|The organization promotes volunteer work.|der;Organisation;fördern;ehrenamtlich;Tätigkeit
1161.001|fördern|verb|to support|Die Organisation fördert junge Talente aus der Region.|The organization supports young talents from the region.|der;Organisation;fördern;jung;Talent;aus;der;Region
1162.0|elektrisch|adjective|electric|Das elektrische Auto fährt leise weiter.|The electric car continues to drive quietly.|der;elektrisch;Auto;weiterfahren;leise;weiter
1163.0|der Aufbau|noun|construction|Der Aufbau des Berichts ist klar und logisch.|The structure of the report is clear and logical.|der;Aufbau;der;Bericht;sein;klar;und;logisch
1163.001|der Aufbau|noun|structure|Der Aufbau des Gebäudes wurde modernisiert.|The structure of the building was modernized.|der;Aufbau;der;Gebäude;werden;modernisieren
1164.0|der Beitrag|noun|contribution|Der Beitrag jedes Mitarbeiters wird anerkannt.|The contribution of each employee is recognized.|der;Beitrag;jeder;Mitarbeiter;werden;anerkennen
1165.0|der Februar|noun|February|Der Februar ist der kürzeste Monat des Jahres.|February is the shortest month of the year.|der;Februar;sein;der;kürze;Monat;der;Jahr
1166.0|durchführen|verb|to carry out|Wir werden heute Abend eine Wartung durchführen.|We will carry out the maintenance tonight.|wir;werden;heute;Abend;ein;Wartung;durchführen
1166.001|durchführen|verb|to conduct|Die Wissenschaftler führen wichtige Experimente durch.|The scientists conduct important experiments.|der;Wissenschaftler;durchführen;wichtig;Experiment;durch
1166.002|durchführen|verb|to run|Er wird die Veranstaltung am Samstag durchführen.|He will run the event on Saturday.|er;werden;der;Veranstaltung;an;Samstag;durchführen
1167.0|einfallen|verb|to occur|Mir ist gerade eingefallen, dass ich noch einkaufen muss.|It just occurred to me that I still need to go shopping.|mir;sein;gerade;einfallen;dass;ich;noch;einkaufen;muss
1167.001|einfallen|verb|to remember|Es fiel mir ein, dass ich das Dokument vergessen hatte.|I remembered that I had forgotten the document.|es;einfallen;mir;ein;dass;ich;der;Dokument;vergessen;haben
1167.002|einfallen|verb|to come to mind|Mir fällt gerade nichts Interessantes ein.|Nothing interesting comes to mind right now.|mir;einfallen;gerade;nichts;Interessantes;ein
1167.003|einfallen|verb|to collapse|Das Gebäude fiel nach dem Erdbeben völlig ein.|The building collapsed completely after the earthquake.|der;Gebäude;einfallen;nach;der;Erdbeben;völlig;ein
1168.0|verletzen|verb|to injure|Er hat sich beim Sport am Knie verletzt.|He injured his knee while playing sports.|er;haben;sich;bei;Sport;an;Knie;verletzen
1169.0|die Kontrolle|noun|inspection|Die Polizei führte eine Kontrolle der Fahrzeuge durch.|The police carried out a vehicle inspection.|der;Polizei;durchführen;ein;Kontrolle;der;Fahrzeug;durch
1169.001|die Kontrolle|noun|control|Hast du die Kontrolle über deine Finanzen?|Do you have control over your finances?|Haen;du;der;Kontrolle;über;dein;Finanz
1170.0|die Macht|noun|power|Die Macht der Entscheidungsträger ist enorm.|The power of the decision-makers is enormous.|der;Macht;der;Entscheidungsträger;sein;enorm
1170.001|die Macht|noun|strength|Die politische Macht in diesem Land ist stark konzentriert.|The political strength in this country is highly concentrated.|der;politisch;Macht;in;dieser;Land;sein;stark;konzentrieren
1171.0|die Mannschaft|noun|crew|Die Mannschaft arbeitet an der Umsetzung des Plans.|The crew is working on the plan's implementation.|der;Mannschaft;arbeiten;an;der;Umsetzung;der;Plan
1171.001|die Mannschaft|noun|team|Unsere Mannschaft hat das Finale gewonnen!|Our team won the final!|unser;Mannschaft;haben;der;Finale;gewinnen
1172.0|entweder|conjunction|either|Du kannst entweder Pizza oder Pasta bestellen.|You can order either pizza or pasta.|du;kannst;entweder;Pizza;oder;Pasta;bestellen
1173.0|behaupten|verb|to claim|Der CEO behauptet, das Unternehmen sei führend im Markt.|The CEO claims the company is a market leader.|der;CEO;behaupten;der;Unternehmen;sein;führend;in;Markt
1174.0|die Hoffnung|noun|hope|Die Hoffnung, das Problem zu lösen, schwand schnell.|The hope of solving the problem quickly faded.|der;Hoffnung;der;Problem;zu;lösen;schwinden;schnell
1175.0|die Verantwortung|noun|responsibility|Du hast die Verantwortung, das Projekt zu leiten.|You have the responsibility to lead the project.|du;haben;der;Verantwortung;der;Projekt;zu;leiten
1176.0|schreien|verb|to cry out|Das Baby schreit, weil es eine nasse Windel hat.|The baby is crying because it has a wet diaper.|der;Baby;schreien;weil;es;ein;nass;Windel;haben
1176.001|schreien|verb|to scream|Sie konnte nicht anders, als vor Schreck laut zu schreien.|She couldn’t help but scream loudly in shock.|sie;können;nicht;anders;als;vor;Schreck;laut;zu;schreien
1177.0|andererseits|adverb|on the other hand|Andererseits könnte die Expansion riskant sein.|On the other hand, expansion could be risky.|andererseits;können;der;Expansion;riskant;sein
1178.0|der Besuch|noun|visit|Der Besuch bei den Großeltern war sehr angenehm.|The visit to the grandparents was very pleasant.|der;Besuch;bei;der;Großelter;sein;sehr;angenehm
1179.0|hundert|number|hundred|Es waren hundert Gäste auf der Hochzeit.|There were a hundred guests at the wedding.|es;sein;hundert;Gast;auf;der;Hochzeit
1180.0|die Quelle|noun|source|Diese Zeitung nennt keine verlässliche Quelle.|This newspaper does not name a reliable source.|dieser;Zeitung;nennen;kein;verlässlich;Quelle
1180.001|die Quelle|noun|spring|Die Quelle der Infektion ist noch unbekannt.|The source of the infection is still unknown.|der;Quelle;der;Infektion;sein;noch;unbekannt
1181.0|typisch|adjective|typical|Es war typisch für sie, in letzter Minute zu erscheinen.|It was typical of her to arrive at the last minute. |es;sein;typisch;für;sie;in;letzter;Minute;zu;erscheinen
1182.0|das Gebiet|noun|region|Das Gebiet ist bekannt für seinen Weinbau.|The region is known for its vineyards.|der;Gebiet;sein;bekannt;für;sein;Weinbau
1182.001|das Gebiet|noun|area|Das Gebiet war weitläufig und voller Natur.|The area was vast and full of nature.|der;Gebiet;sein;weitläufig;und;voll;Natur
1182.002|das Gebiet|noun|territory|Das Gebiet der künstlichen Intelligenz wächst rasant.|The field of artificial intelligence is growing rapidly.|der;Gebiet;der;künstlich;Intelligenz;wachsen;rasant
1183.0|die Behörde|noun|department|Die Behörde prüft den Antrag auf Genehmigung.|The department is reviewing the approval application.|der;Behörde;prüfen;der;Antrag;auf;Genehmigung
1183.001|die Behörde|noun|authorities|Die Behörden untersuchten den Vorfall gründlich.|The authorities investigated the incident thoroughly.|der;Behörde;untersuchen;der;Vorfall;gründlich
1184.0|der Samstag|noun|Saturday|Am Samstag gehen wir immer auf den Wochenmarkt.|On Saturday, we always go to the farmer's market.|an;Samstag;gehen;wir;immer;auf;der;Wochenmarkt
1185.0|die Organisation|noun|organization|Die Organisation setzt sich für den Umweltschutz ein.|The organization works for environmental protection.|der;Organisation;einsetzen;sich;für;der;Umweltschutz;ein
1186.0|die Summe|noun|sum|Die gesamte Summe wurde bereits überwiesen.|The total sum has already been transferred.|der;gesamt;Summe;werden;bereits;überweisen
1187.0|der Job|noun|job|Dieser Job erfordert umfassende Kenntnisse der Bautechniken.|This job requires extensive knowledge of construction techniques.|dieser;Job;erfordern;umfassend;Kenntnis;der;Bautechnik
1188.0|ausreichen|verb|to be sufficient|Der Platz reicht aus, um alle unterzubringen.|The space is sufficient to accommodate everyone.|der;Platz;ausreichen;aus;um;alle;unterzubringen
1189.0|der Grad|noun|degree|Der Grad der Belastung war höher als erwartet.|The degree of strain was higher than expected.|der;Grad;der;Belastung;sein;hoch;als;erwarten
1190.0|irgendein|pronoun|some|Ich hab mir irgendwie irgendein Buch geschnappt.|I grabbed some random book.|ich;habn;sich;irgendwie;irgendein;Buch;schnappen
1190.001|irgendein|pronoun|any|Hast du irgendein Interesse an diesem Kurs?|Do you have any interest in this course?|Haen;du;irgendein;Interesse;an;dieser;Kurs
1191.0|benutzen|verb|to use|Wir benutzen für die Reaktion eine Säure-Base-Titration.|We use an acid-base titration for the reaction.|wir;benutzen;für;der;Reaktion;ein;Säure-Base-Titration
1192.0|irgendetwas|pronoun|something|Ich brauche irgendetwas zu essen, ich bin hungrig.|I need something to eat, I am hungry.|ich;brauchen;irgendetwas;zu;essen;ich;sein;hungrig
1192.001|irgendetwas|pronoun|anything|Ich habe nicht irgendetwas Interessantes gehört.|I didn’t hear anything interesting.|ich;haben;nicht;irgendetwas;Interessantes;hören
1193.0|teilweise|adverb|partly|Der Film war teilweise spannend, aber auch langatmig.|The movie was partly exciting, but also dragged on.|der;Film;sein;teilweise;spannend;aber;auch;langatmig
1194.0|das Vertrauen|noun|trust|Das Vertrauen in die Cloud-Sicherheit wächst.|The trust in cloud security is growing.|der;vertrauen;in;der;Cloud-Sicherheit;wachsen
1194.001|das Vertrauen|noun|faith|Die Nutzer haben Vertrauen in das neue System.|The users have faith in the new system.|der;Nutzer;haben;vertrauen;in;der;neu;System
1195.0|vertrauen|verb|to trust|Es ist schwer, Menschen zu vertrauen, die lügen.|It’s hard to trust people who lie.|es;sein;schwer;Mensch;zu;vertrauen;der;lügen
1196.0|das Jahrzehnt|noun|decade|Das Jahrzehnt war geprägt von technologischem Fortschritt.|The decade was marked by technological progress.|der;Jahrzehnt;sein;prägen;von;technologisch;Fortschritt
1197.0|der Wind|noun|wind|Der Wind wehte stark, und die Bäume bogen sich im Sturm.|The wind blew hard, and the trees bent in the storm.|der;Wind;wehen;stark;und;der;Baum;bogen;sich;in;Sturm
1198.0|unmittelbar|adjective|immediate|Die unmittelbare Reaktion auf die Anfrage war positiv.|The immediate response to the request was positive.|der;unmittelbar;Reaktion;auf;der;Anfrage;sein;positiv
1198.001|unmittelbar|adjective|direct|Die Antwort war unmittelbar und ohne Zögern.|The answer was direct and without hesitation.|der;Antwort;sein;unmittelbar;und;ohne;Zögern
1199.0|der Bund|noun|association|Der Bund hat neue Regeln für den Handel eingeführt.|The association introduced new rules for trade.|der;Bund;haben;neu;Regel;für;der;Handel;einführen
1199.001|der Bund|noun|alliance|Der Bund der Nationen kämpfte gemeinsam gegen die Bedrohung.|The alliance of nations fought together against the threat.|der;Bund;der;Nation;kämpfen;gemeinsam;gegen;der;Bedrohung
1199.002|der Bund|noun|bunch|Ein Bund Karotten liegt auf dem Küchentisch.|A bunch of carrots is on the kitchen table.|ein;Bund;Karotte;liegen;auf;der;Küchentisch
1200.0|extrem|adjective|extreme|Die extremen Wetterbedingungen machten die Reise gefährlich.|The extreme weather conditions made the journey dangerous.|der;extrem;Wetterbedingung;machen;der;Reise;gefährlich
1201.0|das Merkmal|noun|feature|Das auffälligste Merkmal des Gebäudes war seine hohe Tür.|The most prominent feature of the building was its tall door.|der;auffällig;Merkmal;der;Gebäude;sein;sein;hoch;Tür
1202.0|theoretisch|adjective|theoretical|Die theoretische Grundlage des Projekts ist sehr komplex.|The theoretical foundation of the project is very complex.|der;theoretisch;Grundlage;der;Projekt;sein;sehr;komplex
1203.0|ermitteln|verb|to find out|Wir müssen die Konzentration des Reaktanten ermitteln.|We need to find out the concentration of the reactant.|wir;müssen;der;Konzentration;der;Reaktant;ermitteln
1203.001|ermitteln|verb|to investigate|Die Studie ermittelte, wie Stress das Verhalten beeinflusst.|The study investigated how stress affects behavior.|der;Studie;ermitteln;wie;Stress;der;verhalten;beeinflussen
1204.0|der Papa|noun|daddy|Papa liest mir jeden Abend eine Geschichte vor.|Daddy reads me a story every evening.|Papa;vorlesen;mir;jeder;Abend;ein;Geschichte;vor
1205.0|die Krankheit|noun|illness|Die Krankheit beeinflusst die Produktivität der Mitarbeiter.|The illness affects employee productivity.|der;Krankheit;beeinflussen;der;Produktivität;der;Mitarbeiter
1205.001|die Krankheit|noun|disease|Die Krankheit breitete sich schnell aus.|The disease spread quickly.|der;Krankheit;ausbreiten;sich;schnell;aus
1206.0|die Voraussetzung|noun|condition|Eine wichtige Voraussetzung für den Erfolg ist Teamarbeit.|A key condition for success is teamwork.|ein;wichtig;Voraussetzung;für;der;Erfolg;sein;Teamarbeit
1206.001|die Voraussetzung|noun|requirement|Ein gutes Verständnis der Mathematik ist eine Voraussetzung.|A solid understanding of mathematics is a requirement.|ein;gut;Verständnis;der;Mathematik;sein;ein;Voraussetzung
1207.0|töten|verb|to kill|Der Jäger musste das Tier töten, um sich selbst zu schützen.|The hunter had to kill the animal to protect himself.|der;Jäger;musste;der;Tier;töten;um;sich;selbst;zu;schützen
1208.0|formulieren|verb|to formulate|Er konnte seine Gedanken klar formulieren.|He was able to formulate his thoughts clearly.|er;können;sein;Gedanke;klar;formulieren
1209.0|die Substanz|noun|substance|Die Substanz des Gesprächs war nicht sehr tiefgründig.|The substance of the conversation wasn’t very deep.|der;Substanz;der;Gespräch;sein;nicht;sehr;tiefgründig
1210.0|der Zeitpunkt|noun|moment|Wir müssen den Zeitpunkt abwarten, um zu handeln.|We need to wait for the moment to act.|wir;müssen;der;Zeitpunkt;abwarten;um;zu;handeln
1210.001|der Zeitpunkt|noun|(point in) time|Der Zeitpunkt für das Meeting steht fest.|The time for the meeting is set.|der;Zeitpunkt;für;der;Meeting;feststehen;fest
1211.0|wenigstens|adverb|at least|Du solltest dich wenigstens entschuldigen.|You should at least apologize.|du;solltest;dich;wenigstens;entschuldigen
1212.0|der Gang|noun|corridor|Der Gang war dunkel und still, als ich vorbeiging.|The corridor was dark and quiet as I walked by.|der;Gang;sein;dunkel;und;still;als;ich;vorbeigehen
1212.001|der Gang|noun|aisle|Der Gang zwischen den Regalen ist sehr eng.|The aisle between the shelves is very narrow.|der;Gang;zwischen;der;Regal;sein;sehr;eng
1212.002|der Gang|noun|course|Der Gang der Reaktion wurde durch Spektroskopie verfolgt.|The course of the reaction was tracked by spectroscopy.|der;Gang;der;Reaktion;werden;durch;Spektroskopie;verfolgen
1213.0|der Politiker|noun|politician|Der Politiker hielt eine leidenschaftliche Rede.|The politician gave a passionate speech.|der;Politiker;halten;ein;leidenschaftlich;Rede
1214.0|die Unterstützung|noun|support|Die Unterstützung der Investoren ist entscheidend.|The support of investors is crucial.|der;Unterstützung;der;Investor;sein;entscheidend
1215.0|hey|particle|hey|Hey, hast du die neuesten Forschungsergebnisse gesehen?|Hey, have you seen the latest research findings?|Hey;haben;du;der;neu;Forschungsergebnis;sehen
1216.0|brechen|verb|to break|Er brach das Glas aus Versehen, als er es abstellte.|He broke the glass by accident when he set it down.|er;brechen;der;Glas;aus;Versehen;als;er;es;abstellen
1217.0|fassen|verb|to grab|Er fasste die Tasche schnell und rannte los.|He grabbed the bag quickly and ran off.|er;fassen;der;Tasche;schnell;und;losrannen;los
1217.001|fassen|verb|to grasp|Es fällt mir schwer, diesen Gedanken zu fassen.|I find it hard to grasp this idea.|es;schwerfallen;mir;schwer;dieser;Gedanke;zu;fassen
1217.002|fassen|verb|to hold|Sie konnte den schweren Koffer kaum fassen, so groß war er.|She could barely hold the heavy suitcase, it was so big.|sie;können;der;schwer;Koffer;kaum;fassen;so;groß;sein;er
1218.0|das Zentrum|noun|center|Das Zentrum der Stadt war voller Touristen.|The city center was full of tourists.|der;Zentrum;der;Stadt;sein;voll;Tourist
1219.0|anrufen|verb|to call|Ich werde die Techniker anrufen, um das Problem zu lösen.|I will call the technicians to solve the problem.|ich;werden;der;Techniker;anrufen;um;der;Problem;zu;lösen
1220.0|entfernen|verb|to remove|Er entfernte die alten Möbel aus dem Raum.|He removed the old furniture from the room.|er;entfernen;der;alt;Möbel;aus;der;Raum
1220.001|entfernen|verb|to leave|Er musste das Bild aus dem Rahmen entfernen.|He had to remove the picture from the frame.|er;musste;der;Bild;aus;der;Rahmen;entfernen
1221.0|der Juni|noun|June|Im Juni feiern wir immer eine große Sommerparty.|In June, we always have a big summer party.|in;Juni;feiern;wir;immer;ein;groß;Sommerparty
1222.0|die Haut|noun|skin|Die Creme macht die Haut weich und glatt.|The cream makes the skin soft and smooth.|der;Creme;machen;der;Haut;weich;und;glatt
1223.0|verfolgen|verb|to pursue|Sie verfolgte ihre Ziele mit Leidenschaft und Hingabe.|She pursued her goals with passion and dedication.|sie;verfolgen;ihr;Ziel;mit;Leidenschaft;und;Hingabe
1223.001|verfolgen|verb|to chase|Die Polizei verfolgt den flüchtigen Täter.|The police are chasing the fleeing suspect.|der;Polizei;verfolgen;der;flüchtig;Täter
1224.0|gesellschaftlich|adjective|social|Er engagiert sich sehr in gesellschaftlichen Projekten.|He is very active in social projects.|er;engagieren;sich;sehr;in;gesellschaftlich;Projekt
1225.0|der Schutz|noun|protection|Der Schutz des Waldes vor illegaler Abholzung ist wichtig.|The protection of the forest from illegal logging is important.|der;Schutz;der;Wald;vor;illegal;Abholzung;sein;wichtig
1226.0|die Generation|noun|generation|Unsere Generation wächst mit neuen Technologien auf.|Our generation grows up with new technologies.|unser;Generation;aufwachsen;mit;neu;Technologie;auf
1227.0|chinesisch|adjective|Chinese|Ich liebe chinesisches Essen, besonders Dim Sum.|I love Chinese food, especially Dim Sum.|ich;lieben;chinesisch;essen;besonders;Dim;Sum
1228.0|das Chinesisch|noun|Chinese|Er lernt Chinesisch, um in Peking zu arbeiten.|He is learning Chinese to work in Beijing.|er;lernen;Chinesisch;um;in;Peking;zu;arbeiten
1229.0|das Zeichen|noun|sign|Das Zeichen für Wachstum war in den Zahlen deutlich.|The sign of growth was clear in the numbers.|der;Zeichen;für;Wachstum;sein;in;der;Zahl;deutlich
1230.0|die Wahrheit|noun|truth|Er konnte die Wahrheit nicht länger verbergen.|He couldn’t hide the truth any longer.|er;können;der;Wahrheit;nicht;lang;verbergen
1231.0|der Haushalt|noun|household|Der Haushalt wurde nach dem Umzug neu organisiert.|The household was reorganized after the move.|der;Haushalt;werden;nach;der;Umzug;neu;organisieren
1231.001|der Haushalt|noun|budget|Der Haushalt des Unternehmens ist diesen Monat knapp.|The company’s budget is tight this month.|der;Haushalt;der;Unternehmen;sein;dieser;Monat;knapp
