|word_en
607|noun|ice|лед|The ice is cold.|Лед холодный.|She slipped on the ice.|Она поскользнулась на льду.
608|verb|sleep|спать|I sleep at night.|Я сплю ночью.|He slept on the bed.|Он спал на кровати.
609|noun|village|деревня|The village is small.|Деревня маленькая.|They visited the village.|Они посетили деревню.
610|noun|factors|факторы|There are many factors.|Есть много факторов.|They considered the factors.|Они учли факторы.
611|noun|result|результат|The result is clear.|Результат ясен.|She got her result.|Она получила свой результат.
612|verb|jumped|прыгнул|He jumped high.|Он прыгнул высоко.|The frog jumped away.|Лягушка прыгнула прочь.
613|noun|snow|снег|The snow is white.|Снег белый.|It snowed all night.|Снег шел всю ночь.
614|verb|ride|ездить|I ride my bike.|Я катаюсь на велосипеде.|She rode a horse.|Она каталась на лошади.
615|verb|care|заботиться|I care for you.|Я забочусь о тебе.|He cared for the baby.|Он заботился о ребенке.
616|noun|floor|пол|The floor is clean.|Пол чистый.|She swept the floor.|Она подмела пол.
617|noun|hill|холм|The hill is steep.|Холм крутой.|They climbed the hill.|Они взобрались на холм.
618|verb|pushed|толкнул|He pushed the door.|Он толкнул дверь.|She pushed the cart.|Она толкнула тележку.
619|noun|baby|младенец|The baby is cute.|Младенец милый.|She held the baby.|Она держала младенца.
620|verb|buy|покупать|I buy food.|Я покупаю еду.|He bought a toy.|Он купил игрушку.
621|noun|century|век|A century is 100 years.|Век – это 100 лет.|They lived a century ago.|Они жили век назад.
622|adverb|outside|снаружи|We play outside.|Мы играем снаружи.|She waited outside.|Она ждала снаружи.
623|pronoun|everything|всё|Everything is fine.|Всё в порядке.|They checked everything.|Они проверили всё.
624|adjective|tall|высокий|The tree is tall.|Дерево высокое.|She met a tall man.|Она встретила высокого мужчину.
625|adverb|already|уже|I am already done.|Я уже закончил.|They already knew.|Они уже знали.
626|adverb|instead|вместо|I go instead.|Я иду вместо.|She went instead of me.|Она пошла вместо меня.
627|noun|phrase|фраза|The phrase is new.|Фраза новая.|She learned a phrase.|Она выучила фразу.
628|noun|soil|почва|Plants grow in soil.|Растения растут в почве.|He dug into the soil.|Он копал почву.
629|noun|bed|кровать|The bed is soft.|Кровать мягкая.|She made the bed.|Она заправила кровать.
630|verb|copy|копировать|I copy the text.|Я копирую текст.|She copied the drawing.|Она скопировала рисунок.
631|adjective|free|свободный|The food is free.|Еда бесплатная.|They felt free.|Они чувствовали себя свободными.
632|noun|hope|надежда|I have hope.|У меня есть надежда.|They held onto hope.|Они держались за надежду.
633|noun|spring|весна|Spring is warm.|Весна тёплая.|They enjoyed the spring.|Они наслаждались весной.
634|noun|case|случай|This is a special case.|Это особый случай.|She found a case.|Она нашла случай.
635|verb|laughed|смеялся|He laughed loudly.|Он громко смеялся.|They laughed together.|Они смеялись вместе.
636|noun|nation|нация|Our nation is big.|Наша нация большая.|He served the nation.|Он служил нации.
637|adverb|quite|довольно|It is quite warm.|Довольно тепло.|She was quite happy.|Она была довольно счастлива.
638|noun|type|тип|This is a new type.|Это новый тип.|They studied the type.|Они изучали тип.
639|pronoun|themselves|себя|They help themselves.|Они помогают себе.|They protected themselves.|Они защитили себя.
640|noun|temperature|температура|The temperature is high.|Температура высокая.|They measured the temperature.|Они измерили температуру.
641|adjective|bright|яркий|The light is bright.|Свет яркий.|She wore bright colors.|Она носила яркие цвета.
642|verb|lead|вести|I lead the way.|Я веду путь.|She led them home.|Она привела их домой.
643|pronoun|everyone|все|Everyone is here.|Все здесь.|Everyone left quickly.|Все быстро ушли.
644|noun|method|метод|This is a new method.|Это новый метод.|They tested the method.|Они протестировали метод.
645|noun|section|раздел|Read this section.|Прочти этот раздел.|They revised the section.|Они пересмотрели раздел.
646|noun|lake|озеро|The lake is calm.|Озеро спокойное.|They swam in the lake.|Они плавали в озере.
647|noun|iron|железо|Iron is strong.|Железо прочное.|They used iron for tools.|Они использовали железо для инструментов.
648|preposition|within|в пределах|Stay within limits.|Оставайся в пределах.|They were within range.|Они были в пределах досягаемости.
649|noun|dictionary|словарь|I use a dictionary.|Я использую словарь.|She checked the dictionary.|Она проверила в словаре.
650|noun|hair|волосы|Her hair is long.|Её волосы длинные.|He cut his hair.|Он подстриг волосы.
651|noun|age|возраст|Her age is five.|Ей пять лет.|They asked his age.|Они спросили его возраст.
652|noun|amount|количество|The amount is large.|Количество большое.|She counted the amount.|Она посчитала количество.
653|noun|scale|шкала|The scale shows weight.|Шкала показывает вес.|They used a scale.|Они использовали шкалу.
654|noun|pounds|фунты|He lost two pounds.|Он сбросил два фунта.|They measured in pounds.|Они измеряли в фунтах.
655|conjunction|although|хотя|Although it is hot, I go.|Хотя жарко, я иду.|Although tired, she smiled.|Хотя устала, она улыбнулась.
656|preposition|per|за|One apple per day.|Одно яблоко в день.|They ate one per child.|Они съели по одному на ребенка.
657|adjective|broken|сломанный|The toy is broken.|Игрушка сломана.|He found it broken.|Он нашел это сломанным.
658|noun|moment|момент|Wait a moment.|Подожди момент.|She enjoyed the moment.|Она наслаждалась моментом.
659|adjective|tiny|крошечный|The bug is tiny.|Жучок крошечный.|They saw a tiny house.|Они видели крошечный дом.
660|adjective|possible|возможный|It is possible.|Это возможно.|She thought it was possible.|Она считала, что это возможно.
661|noun|gold|золото|Gold is shiny.|Золото блестящее.|They found gold.|Они нашли золото.
662|noun|milk|молоко|I drink milk.|Я пью молоко.|She poured milk.|Она налила молоко.
663|adjective|quiet|тихий|The room is quiet.|Комната тихая.|They stayed quiet.|Они оставались тихими.
664|adjective|natural|естественный|This is natural.|Это естественно.|She liked the natural view.|Ей нравился природный вид.
665|noun|lot|много|There is a lot to do.|Есть много дел.|They saw a lot of people.|Они видели много людей.
666|noun|stone|камень|The stone is heavy.|Камень тяжелый.|He found a stone.|Он нашел камень.
667|verb|act|действовать|I act in plays.|Я играю в пьесах.|He acted in a movie.|Он снялся в фильме.
668|verb|build|строить|I build with blocks.|Я строю из блоков.|They built a house.|Они построили дом.
669|noun|middle|середина|I am in the middle.|Я в середине.|She stood in the middle.|Она стояла в середине.
670|noun|speed|скорость|The speed is high.|Скорость высокая.|They measured the speed.|Они измерили скорость.
671|verb|count|считать|I count to ten.|Я считаю до десяти.|She counted stars.|Она считала звезды.
672|noun|consonant|согласная|B is a consonant.|Б – это согласная.|They practiced consonants.|Они практиковали согласные.
673|pronoun|someone|кто-то|Someone is here.|Кто-то здесь.|She called someone.|Она позвала кого-то.
674|verb|sail|плавать|They sail a boat.|Они плывут на лодке.|He sailed last week.|Он плавал на прошлой неделе.
675|verb|rolled|катился|The ball rolled down.|Мяч покатился вниз.|She rolled her eyes.|Она закатила глаза.
676|noun|bear|медведь|The bear is big.|Медведь большой.|They saw a bear.|Они видели медведя.
677|verb|wonder|удивляться|I wonder about space.|Я удивляюсь космосу.|She wondered why.|Она удивлялась почему.
678|verb|smiled|улыбнулся|He smiled at me.|Он улыбнулся мне.|She smiled happily.|Она счастливо улыбнулась.
679|noun|angle|угол|The angle is sharp.|Угол острый.|They measured the angle.|Они измерили угол.
680|noun|fraction|дробь|A fraction is part.|Дробь – это часть.|They learned fractions.|Они выучили дроби.
681|noun|Africa|Африка|Africa is big.|Африка большая.|They visited Africa.|Они посетили Африку.
682|verb|killed|убил|He killed the bug.|Он убил жука.|They killed the virus.|Они уничтожили вирус.
683|noun|melody|мелодия|The melody is sweet.|Мелодия сладкая.|She played a melody.|Она играла мелодию.
684|noun|bottom|дно|The bottom is deep.|Дно глубокое.|They reached the bottom.|Они достигли дна.
685|noun|trip|поездка|The trip was fun.|Поездка была весёлой.|They enjoyed the trip.|Они наслаждались поездкой.
686|noun|hole|дыра|The hole is small.|Дырка маленькая.|She dug a hole.|Она выкопала дырку.
687|adjective|poor|бедный|The family is poor.|Семья бедная.|He felt poor.|Он чувствовал себя бедным.
688|phrase|let’s|давай|Let's go home.|Давай пойдем домой.|Let's play outside.|Давай поиграем на улице.
689|noun|fight|драка|They had a fight.|У них была драка.|He joined the fight.|Он присоединился к драке.
690|noun|surprise|сюрприз|The surprise was big.|Сюрприз был большим.|They loved the surprise.|Им понравился сюрприз.
691|adjective|French|французский|She speaks French.|Она говорит по-французски.|He learned French words.|Он выучил французские слова.
692|verb|died|умер|The plant died.|Растение умерло.|He died last year.|Он умер в прошлом году.
693|verb|beat|бить|I beat the drum.|Я бью барабан.|She beat the record.|Она побила рекорд.
694|adverb|exactly|точно|This is exactly right.|Это точно правильно.|He knew exactly when.|Он знал точно когда.
695|verb|remain|оставаться|I remain here.|Я остаюсь здесь.|She remained calm.|Она осталась спокойной.
696|noun|dress|платье|The dress is pretty.|Платье красивое.|She wore a dress.|Она надела платье.
697|noun|cat|кошка|The cat is cute.|Кошка милая.|He fed the cat.|Он покормил кошку.
698|verb|couldn’t|не мог|I couldn’t go.|Я не мог идти.|She couldn’t see.|Она не могла видеть.
699|noun|fingers|пальцы|She has small fingers.|У нее маленькие пальцы.|He touched with his fingers.|Он коснулся пальцами.
700|noun|row|ряд|We sit in a row.|Мы сидим в ряду.|They walked in a row.|Они шли в ряд.
701|adjective|least|наименьший|He has the least amount.|У него наименьшее количество.|She felt the least cold.|Она чувствовала наименьший холод.
702|verb|catch|поймать|I catch the ball.|Я ловлю мяч.|She caught the ball.|Она поймала мяч.
703|verb|climbed|взобрался|She climbed the tree.|Она взобралась на дерево.|He climbed up high.|Он взобрался высоко.
704|verb|wrote|написал|She wrote a note.|Она написала записку.|He wrote in his book.|Он написал в своей книге.
705|verb|shouted|закричал|He shouted loudly.|Он громко закричал.|She shouted for help.|Она закричала на помощь.
706|verb|continued|продолжил|He continued his story.|Он продолжил свою историю.|She continued to read.|Она продолжала читать.
707|pronoun|itself|само|The cat cleans itself.|Кошка умывается сама.|It moved by itself.|Оно двигалось само.
708|adverb|else|еще|Do you want anything else?|Хочешь что-нибудь еще?|She asked for something else.|Она попросила что-то еще.
709|noun|plains|равнины|The plains are wide.|Равнины широкие.|They crossed the plains.|Они пересекли равнины.
710|noun|gas|газ|The gas is hot.|Газ горячий.|He smelled the gas.|Он почувствовал запах газа.
711|noun|England|Англия|England is a country.|Англия — это страна.|She visited England.|Она посетила Англию.
712|verb|burning|горящий|The fire is burning.|Огонь горит.|They saw burning wood.|Они видели горящие дрова.
713|noun|design|дизайн|The design is simple.|Дизайн простой.|She drew a design.|Она нарисовала дизайн.
714|verb|joined|присоединился|He joined the team.|Он присоединился к команде.|She joined the club.|Она присоединилась к клубу.
715|noun|foot|нога|My foot hurts.|Моя нога болит.|He stepped with his foot.|Он шагнул ногой.
716|noun|law|закон|We follow the law.|Мы соблюдаем закон.|She studied the law.|Она изучала закон.
717|noun|ears|уши|I have small ears.|У меня маленькие уши.|She covered her ears.|Она закрыла уши.
718|noun|glass|стекло|The glass is clear.|Стекло прозрачное.|He broke the glass.|Он разбил стекло.
719|contraction|you’re|ты|You're my friend.|Ты мой друг.|You're here now.|Ты здесь сейчас.
720|verb|grew|рос|The plant grew tall.|Растение выросло высоким.|He grew up fast.|Он быстро вырос.
721|noun|skin|кожа|Her skin is soft.|Ее кожа мягкая.|He touched her skin.|Он коснулся ее кожи.
722|noun|valley|долина|The valley is green.|Долина зеленая.|They explored the valley.|Они исследовали долину.
723|noun|cents|центов|The candy costs ten cents.|Конфета стоит десять центов.|She paid five cents.|Она заплатила пять центов.
724|noun|key|ключ|I found a key.|Я нашел ключ.|He lost his key.|Он потерял свой ключ.
725|noun|president|президент|The president speaks.|Президент говорит.|They met the president.|Они встретили президента.
726|adjective|brown|коричневый|The bear is brown.|Медведь коричневый.|She wore brown shoes.|Она носила коричневые ботинки.
727|noun|trouble|проблема|I have trouble with this.|У меня есть проблема с этим.|He got into trouble.|Он попал в неприятности.
728|adjective|cool|прохладный|The water is cool.|Вода прохладная.|It felt cool outside.|На улице было прохладно.
729|noun|cloud|облако|The cloud is white.|Облако белое.|She watched the clouds.|Она смотрела на облака.
730|verb|lost|потерял|I lost my toy.|Я потерял свою игрушку.|She lost her way.|Она потеряла дорогу.
731|verb|sent|послал|He sent a letter.|Он послал письмо.|She sent a gift.|Она послала подарок.
732|noun|symbols|символы|The book has symbols.|В книге есть символы.|They used symbols.|Они использовали символы.
733|verb|wear|носить|I wear my hat.|Я ношу свою шляпу.|She wore her coat.|Она носила свое пальто.
734|adjective|bad|плохой|The food is bad.|Еда плохая.|It was a bad day.|Это был плохой день.
735|verb|save|сохранять|I save my money.|Я сохраняю свои деньги.|He saved the file.|Он сохранил файл.
736|noun|experiment|эксперимент|The experiment is new.|Эксперимент новый.|They did an experiment.|Они провели эксперимент.
737|noun|engine|двигатель|The engine is loud.|Двигатель громкий.|He fixed the engine.|Он починил двигатель.
738|adjective|alone|один|She is alone.|Она одна.|He felt alone.|Он чувствовал себя одиноким.
739|noun|drawing|рисунок|She made a drawing.|Она сделала рисунок.|He showed his drawing.|Он показал свой рисунок.
740|noun|east|восток|The sun rises in the east.|Солнце встает на востоке.|They went to the east.|Они пошли на восток.
741|verb|choose|выбирать|I choose the red one.|Я выбираю красный.|She chose a book.|Она выбрала книгу.
742|adjective|single|единственный|I have a single wish.|У меня одно желание.|He found a single coin.|Он нашел одну монету.
743|verb|touch|касаться|I touch the table.|Я касаюсь стола.|She touched his hand.|Она коснулась его руки.
744|noun|information|информация|The information is helpful.|Информация полезна.|They shared information.|Они поделились информацией.
745|verb|express|выражать|I express my ideas.|Я выражаю свои идеи.|She expressed her feelings.|Она выразила свои чувства.
746|noun|mouth|рот|Open your mouth.|Открой свой рот.|He closed his mouth.|Он закрыл рот.
747|noun|yard|двор|The dog is in the yard.|Собака во дворе.|They played in the yard.|Они играли во дворе.
748|adjective|equal|равный|Both are equal.|Оба равны.|They were equal.|Они были равны.
749|noun|decimal|десятичный|The number has a decimal.|Число имеет десятичный.|He wrote a decimal.|Он написал десятичный.
750|pronoun|yourself|сам|Take care of yourself.|Заботься о себе.|He helped himself.|Он помог себе.
751|noun|control|контроль|I have control.|У меня есть контроль.|She lost control.|Она потеряла контроль.
752|noun|practice|практика|Practice is important.|Практика важна.|They did some practice.|Они немного попрактиковались.
753|noun|report|отчет|The report is done.|Отчет готов.|She read the report.|Она прочитала отчет.
754|adjective|straight|прямой|The road is straight.|Дорога прямая.|He walked straight.|Он шел прямо.
755|verb|rise|подниматься|I rise early.|Я рано встаю.|The sun rose today.|Солнце взошло сегодня.
756|noun|statement|заявление|The statement is clear.|Заявление понятно.|He made a statement.|Он сделал заявление.
757|noun|stick|палка|I found a stick.|Я нашел палку.|She threw the stick.|Она бросила палку.
758|noun|party|вечеринка|The party is fun.|Вечеринка веселая.|They had a party.|У них была вечеринка.
759|noun|seeds|семена|The seeds are small.|Семена маленькие.|He planted seeds.|Он посадил семена.
760|verb|suppose|предполагать|I suppose so.|Я так предполагаю.|She supposed it was true.|Она предположила, что это правда.
761|noun|woman|женщина|The woman is kind.|Женщина добрая.|He saw the woman.|Он видел женщину.
762|noun|coast|побережье|The coast is beautiful.|Побережье красивое.|They walked on the coast.|Они гуляли по побережью.
763|noun|bank|банк|The bank is near.|Банк рядом.|He went to the bank.|Он пошел в банк.
764|noun|period|период|A period ended.|Период закончился.|They waited a period.|Они ждали период.
765|noun|wire|провод|The wire is thin.|Провод тонкий.|He cut the wire.|Он перерезал провод.
766|verb|pay|платить|I pay for lunch.|Я плачу за обед.|She paid the bill.|Она заплатила по счету.
767|verb|clean|чистить|I clean my room.|Я чищу свою комнату.|She cleaned the floor.|Она убрала пол.
768|verb|visit|посетить|I visit my friend.|Я посещаю друга.|They visited the museum.|Они посетили музей.
769|noun|bit|кусочек|Give me a bit.|Дай мне кусочек.|He took a bit.|Он взял кусочек.
770|pronoun|whose|чей|Whose book is this?|Чья это книга?|She asked whose pen it was.|Она спросила, чья это ручка.
771|verb|received|получил|I received a gift.|Я получил подарок.|She received a letter.|Она получила письмо.
772|noun|garden|сад|The garden is big.|Сад большой.|They worked in the garden.|Они работали в саду.
773|verb|please|пожалуйста|Please sit down.|Пожалуйста, садитесь.|She said please.|Она сказала "пожалуйста".
774|adjective|strange|странный|The story is strange.|История странная.|He saw a strange sight.|Он увидел странное зрелище.
775|verb|caught|поймал|He caught the ball.|Он поймал мяч.|She caught a butterfly.|Она поймала бабочку.
776|verb|fell|упал|He fell down.|Он упал.|The book fell off.|Книга упала.
777|noun|team|команда|The team plays well.|Команда хорошо играет.|They cheered for the team.|Они болели за команду.
778|noun|God|бог|God is love.|Бог — это любовь.|They prayed to God.|Они молились Богу.
779|noun|captain|капитан|The captain leads.|Капитан ведет.|She spoke to the captain.|Она поговорила с капитаном.
780|verb|direct|направлять|I direct the car.|Я направляю машину.|He directed the group.|Он направил группу.
781|noun|ring|кольцо|The ring is gold.|Кольцо золотое.|She wore a ring.|Она носила кольцо.
782|verb|serve|служить|I serve food.|Я подаю еду.|He served in the army.|Он служил в армии.
783|noun|child|ребенок|The child is happy.|Ребенок счастлив.|They helped the child.|Они помогли ребенку.
784|noun|desert|пустыня|The desert is hot.|Пустыня жаркая.|They crossed the desert.|Они пересекли пустыню.
785|verb|increase|увеличивать|Prices increase.|Цены увеличиваются.|He increased the volume.|Он увеличил громкость.
786|noun|history|история|History is important.|История важна.|They studied history.|Они изучали историю.
787|noun|cost|стоимость|The cost is low.|Стоимость низкая.|She asked the cost.|Она спросила о стоимости.
788|adverb|maybe|может быть|Maybe he will come.|Может быть, он придет.|She said maybe.|Она сказала "может быть".
789|noun|business|бизнес|The business grows.|Бизнес растет.|He started a business.|Он начал бизнес.
790|adjective|separate|отдельный|They have separate rooms.|У них отдельные комнаты.|She kept it separate.|Она держала это отдельно.
791|verb|break|ломать|I break the stick.|Я ломаю палку.|He broke the glass.|Он разбил стекло.
792|noun|uncle|дядя|My uncle is kind.|Мой дядя добрый.|She visited her uncle.|Она навестила своего дядю.
793|noun|hunting|охота|He loves hunting.|Он любит охоту.|They went hunting.|Они ходили на охоту.
794|verb|flow|течь|Rivers flow fast.|Реки текут быстро.|The water flowed slowly.|Вода текла медленно.
795|noun|lady|леди|The lady is nice.|Леди милая.|He greeted the lady.|Он поприветствовал леди.
796|noun|students|студенты|Students study hard.|Студенты усердно учатся.|They met the students.|Они встретили студентов.
797|noun|human|человек|A human is kind.|Человек добрый.|They saw a human.|Они увидели человека.
798|noun|art|искусство|Art is beautiful.|Искусство прекрасно.|She studied art.|Она изучала искусство.
799|noun|feeling|чувство|I have a good feeling.|У меня хорошее чувство.|He had a strange feeling.|У него было странное чувство.
800|noun|supply|поставка|The supply is low.|Поставка низкая.|They received a new supply.|Они получили новую поставку.
801|noun|corner|угол|The cat is in the corner.|Кошка в углу.|He stood in the corner.|Он стоял в углу.
802|adjective|electric|электрический|I have an electric fan.|У меня есть электрический вентилятор.|She bought an electric car.|Она купила электрическую машину.
803|noun|insects|насекомые|Insects are small.|Насекомые маленькие.|We saw many insects.|Мы видели много насекомых.
804|noun|crops|урожай|The crops are ready.|Урожай готов.|They harvested the crops.|Они собрали урожай.
805|noun|tone|тон|Her tone is soft.|Ее тон мягкий.|He spoke in a calm tone.|Он говорил спокойным тоном.
806|verb|hit|ударить|I hit the ball.|Я ударил по мячу.|She hit the table.|Она ударила по столу.
807|noun|sand|песок|The sand is hot.|Песок горячий.|They walked on the sand.|Они шли по песку.
808|noun|doctor|врач|The doctor is kind.|Врач добрый.|She visited the doctor.|Она посетила врача.
809|verb|provide|обеспечивать|Parents provide food.|Родители обеспечивают едой.|They provided shelter.|Они предоставили убежище.
810|adverb|thus|таким образом|He was late, thus he ran.|Он опоздал, таким образом он побежал.|She forgot her keys, thus she returned.|Она забыла ключи, таким образом вернулась.
811|contraction|won’t|не будет|He won’t come.|Он не придет.|She said she won’t go.|Она сказала, что не пойдет.
812|verb|cook|готовить|I cook dinner.|Я готовлю ужин.|She cooked pasta.|Она приготовила пасту.
813|noun|bones|кости|Bones are hard.|Кости твердые.|We found bones in the ground.|Мы нашли кости в земле.
814|noun|mall|торговый центр|The mall is big.|Торговый центр большой.|They went to the mall.|Они пошли в торговый центр.
815|noun|board|доска|The board is white.|Доска белая.|He wrote on the board.|Он писал на доске.
816|adjective|modern|современный|This is a modern building.|Это современное здание.|She likes modern art.|Ей нравится современное искусство.
817|noun|compound|соединение|Water is a compound.|Вода — это соединение.|They studied the compound.|Они изучали соединение.
818|pronoun|mine|мой|This book is mine.|Эта книга моя.|The toy was mine.|Эта игрушка была моей.
819|contraction|wasn’t|не был|He wasn’t here.|Его здесь не было.|She wasn’t ready.|Она не была готова.
820|verb|fit|подходить|These shoes fit.|Эти туфли подходят.|The shirt fit well.|Рубашка подошла.
821|noun|addition|дополнение|The addition is correct.|Дополнение правильное.|He made an addition.|Он сделал дополнение.
822|verb|belong|принадлежать|The pen belongs to me.|Ручка принадлежит мне.|The book belonged to him.|Книга принадлежала ему.
823|adjective|safe|безопасный|This area is safe.|Этот район безопасен.|They felt safe.|Они чувствовали себя в безопасности.
824|noun|soldiers|солдаты|The soldiers are brave.|Солдаты смелые.|They honored the soldiers.|Они чествовали солдат.
825|verb|guess|угадывать|Can you guess the answer?|Можешь угадать ответ?|He guessed correctly.|Он угадал правильно.
826|adjective|silent|тихий|The room is silent.|Комната тихая.|The forest was silent.|Лес был тихий.
827|noun|trade|торговля|Trade is important.|Торговля важна.|They studied trade.|Они изучали торговлю.
828|adverb|rather|скорее|I would rather go home.|Я бы скорее пошел домой.|She rather liked it.|Ей это скорее понравилось.
829|verb|compare|сравнивать|I compare prices.|Я сравниваю цены.|They compared notes.|Они сравнили записи.
830|noun|crowd|толпа|The crowd is big.|Толпа большая.|He joined the crowd.|Он присоединился к толпе.
831|noun|poem|стихотворение|She read a poem.|Она читала стихотворение.|He wrote a poem.|Он написал стихотворение.
832|verb|enjoy|наслаждаться|I enjoy music.|Мне нравится музыка.|She enjoyed the movie.|Ей понравился фильм.
833|noun|elements|элементы|Elements are in nature.|Элементы в природе.|They studied the elements.|Они изучали элементы.
834|verb|indicate|указывать|Signs indicate the way.|Знаки указывают путь.|He indicated the exit.|Он указал на выход.
835|conjunction|except|кроме|Everyone is here except Tom.|Все здесь, кроме Тома.|She brought all except that one.|Она принесла все, кроме этого.
836|verb|expect|ожидать|I expect rain.|Я ожидаю дождь.|They expected a gift.|Они ожидали подарок.
837|adjective|flat|плоский|The ground is flat.|Земля плоская.|The area was flat.|Территория была плоская.
838|noun|seven|семь|There are seven books.|Есть семь книг.|He found seven coins.|Он нашел семь монет.
839|adjective|interesting|интересный|This book is interesting.|Эта книга интересная.|She found it interesting.|Она нашла это интересным.
840|noun|sense|чувство|I have a sense of humor.|У меня есть чувство юмора.|He lost his sense of time.|Он потерял чувство времени.
841|noun|string|струна|The guitar has a string.|На гитаре есть струна.|He broke a string.|Он порвал струну.
842|verb|blow|дуть|The wind blows.|Ветер дует.|The storm blew hard.|Шторм дул сильно.
843|adjective|famous|знаменитый|She is famous.|Она знаменита.|The artist was famous.|Художник был знаменит.
844|noun|value|ценность|This has great value.|Это имеет большую ценность.|They learned the value.|Они узнали ценность.
845|noun|wings|крылья|Birds have wings.|У птиц есть крылья.|He saw big wings.|Он увидел большие крылья.
846|noun|movement|движение|Movement is life.|Движение — это жизнь.|She noticed movement.|Она заметила движение.
847|noun|pole|столб|The pole is tall.|Столб высокий.|They painted the pole.|Они покрасили столб.
848|adjective|exciting|волнительный|The game is exciting.|Игра волнующая.|She found it exciting.|Ей это было волнительно.
849|noun|branches|ветви|The tree has branches.|У дерева есть ветви.|They cut the branches.|Они срезали ветви.
850|adjective|thick|толстый|The book is thick.|Книга толстая.|The wall was thick.|Стена была толстой.
851|noun|blood|кровь|Blood is red.|Кровь красная.|She saw blood.|Она увидела кровь.
852|verb|lie|лежать|I lie on the bed.|Я лежу на кровати.|He lay on the grass.|Он лежал на траве.
853|noun|spot|пятно|There is a spot on the shirt.|На рубашке есть пятно.|She cleaned the spot.|Она вытерла пятно.
854|noun|bell|колокол|The bell rings.|Колокол звонит.|He heard the bell.|Он услышал колокол.
855|noun|fun|веселье|Games are fun.|Игры — это весело.|They had fun.|Они повеселились.
856|adjective|loud|громкий|The music is loud.|Музыка громкая.|The noise was loud.|Шум был громким.
857|verb|consider|рассматривать|I consider it important.|Я считаю это важным.|They considered the idea.|Они рассмотрели идею.
858|verb|suggested|предложил|She suggested a walk.|Она предложила прогулку.|He suggested a game.|Он предложил игру.
859|adjective|thin|тонкий|The paper is thin.|Бумага тонкая.|The ice was thin.|Лед был тонкий.
860|noun|position|позиция|He changed his position.|Он изменил свою позицию.|She took a position.|Она заняла позицию.
861|verb|entered|вошел|He entered the room.|Он вошел в комнату.|She entered the school.|Она вошла в школу.
862|noun|fruit|фрукты|Fruit is sweet.|Фрукты сладкие.|They bought fruit.|Они купили фрукты.
863|verb|tied|связал|He tied the rope.|Он связал веревку.|She tied her hair.|Она завязала волосы.
864|adjective|rich|богатый|She is rich.|Она богатая.|They became rich.|Они стали богатыми.
865|noun|dollars|доллары|He has dollars.|У него есть доллары.|She counted the dollars.|Она посчитала доллары.
866|verb|send|отправить|I send a letter.|Я отправляю письмо.|He sent flowers.|Он отправил цветы.
867|noun|sight|вид|It’s a beautiful sight.|Это красивый вид.|They enjoyed the sight.|Они наслаждались видом.
868|noun|chief|главный|He is the chief.|Он главный.|She met the chief.|Она встретила главного.
869|adjective|Japanese|японский|He likes Japanese food.|Он любит японскую еду.|They learned Japanese culture.|Они изучали японскую культуру.
870|noun|stream|поток|The stream is clear.|Поток чистый.|They crossed the stream.|Они пересекли поток.
871|noun|planets|планеты|Planets orbit the sun.|Планеты вращаются вокруг солнца.|They studied the planets.|Они изучали планеты.
872|noun|rhythm|ритм|The music has rhythm.|Музыка имеет ритм.|She felt the rhythm.|Она почувствовала ритм.
873|noun|eight|восемь|There are eight birds.|Есть восемь птиц.|He counted to eight.|Он насчитал до восьми.
874|noun|science|наука|Science is interesting.|Наука интересная.|They love science.|Они любят науку.
875|adjective|major|главный|This is a major problem.|Это главная проблема.|He made a major decision.|Он принял важное решение.
876|verb|observe|наблюдать|I observe the stars.|Я наблюдаю за звездами.|They observed the animals.|Они наблюдали за животными.
877|noun|tube|трубка|The tube is empty.|Трубка пустая.|He fixed the tube.|Он починил трубку.
878|adjective|necessary|необходимый|Water is necessary.|Вода необходима.|It was necessary to go.|Было необходимо идти.
879|noun|weight|вес|My weight is low.|Мой вес низкий.|They measured the weight.|Они измерили вес.
880|noun|meat|мясо|Meat is tasty.|Мясо вкусное.|They cooked the meat.|Они приготовили мясо.
881|verb|lifted|поднял|He lifted the box.|Он поднял коробку.|She lifted her bag.|Она подняла свою сумку.
882|noun|process|процесс|This is a slow process.|Это медленный процесс.|They studied the process.|Они изучали процесс.
883|noun|army|армия|The army is strong.|Армия сильная.|He joined the army.|Он вступил в армию.
884|noun|hat|шляпа|She wears a hat.|Она носит шляпу.|He bought a new hat.|Он купил новую шляпу.
885|noun|property|имущество|This is my property.|Это мое имущество.|They sold the property.|Они продали имущество.
886|adjective|particular|особенный|I like this particular book.|Мне нравится эта особенная книга.|He chose a particular color.|Он выбрал особенный цвет.
887|verb|swim|плавать|I swim in the pool.|Я плаваю в бассейне.|She swam in the lake.|Она плавала в озере.
888|noun|terms|условия|These are the terms.|Это условия.|They agreed on the terms.|Они согласились на условия.
889|adjective|current|текущий|This is the current plan.|Это текущий план.|They discussed the current situation.|Они обсудили текущую ситуацию.
890|noun|park|парк|The park is green.|Парк зеленый.|They walked in the park.|Они гуляли в парке.
891|verb|sell|продавать|I sell toys.|Я продаю игрушки.|He sold his car.|Он продал свою машину.
892|noun|shoulder|плечо|She hurt her shoulder.|Она повредила плечо.|He tapped her shoulder.|Он похлопал по ее плечу.
893|noun|industry|промышленность|The industry is growing.|Промышленность растет.|They studied the industry.|Они изучали промышленность.
